"ID","unusualUses_1","unusualUses_2","unusualUses_taskTime"
"jt7j5sd8v6tb","I could write with it
I could put it behind my ear 
I could break it 
I could decompose it to use the spring
I could spin it to be less bored
I could spin it to make a decision when I'm indecisive
I could switch colors 
I could draw with it
I could lick it maybe","I can talk to a lot of people at once
I could get attention to myself
I could save people from danger, by telling a large crowd to move away from danger
I could yell and be mad to people 
I could break it if I'm feeling bored? to figure out science
I could make an announcement
I could pretend I'm important
I could sing songs so that everyone can hear me 

",338.110865
"t7gdfw5div8l","to write
to draw
to sketch
to shade
to point
to mark
to sign
to poke 
","voice amplifier
sound amplifier
weapon
to deafen a person (close range)
to share a message

 
",334.156755621738
"hf516jk4la5b","write with
stab something
play with
fiddle with
draw with
hit someone with
clip it to something
do tricks with it
throw it
","speak to a large crowd
scare someone
hit someone with it
use it to speak loudly
use it to get someone's attention
",398.02073
"ni5qmimfezdj","to write
to practice catching
to ""sword-fight"" with other pen owners
to get things from under small spaces where hands cannot reach
to scrape things off surfaces
to use as a bookmark
to stir a hot cup of tea
to replace a dart in a game of darts
to study the physics of falling objects
to test for the gravitational constant by dropping
","to get peoples attention
to make loud noises
to hit people
to test the sensitivity of the human ear
to give instructions to people who are high up or far away
to roll your back before exercising
to spin around with for fun
to teach robots how to grip complex objects",450.517190000001
"cvucbm7z241b","to write a story
to draw
to poke someone
use the spring for a project
take notes in class
use to keep a door from locking
to write in your diary
to chew on if you are nervous
to play fetch with a dog
to decorate your desk","to coach rowing
to start a race
to talk to a lot of students 
to talk to a crowd at a concert
as a prop in a play
to talk to people at an amusement park, zoo, or other public place
",316.541935000001
"qzy5inp04q9k",NA,NA,NA
"0y8ah0wzu7p6","writing
chewing
write a book
write a poem
write a play
sign a contract
give your signature
fill out a form
fill out a check","make noise
catch someone's attention
direct traffic
start a protest
start a pep rally
cheer someone on at a game
",314.043965
"g5q0t3bta2bq","Write
Twirl
Throw
Jab
Take apart
Balance on your nose
Sell it
Loan it to a friend
Doodle
Draw on someone's face
Bite on it (contemplatively)
Erase (if it's an erasable pen)
Click it
Swap out its colors
Use the ink for another purpose
Break it
Sign your name","Yell
Scream
Talk
Drink something out of it
Beat someone with it
Amplify a stereo with it
Swing it around your wrist like a mace
Pretend to be a police officer
Communicate with your neighbors across the street
Sell it on eBay
Act like PSAFE
Take it apart
Use its pieces to make something else
Smash it
Throw it in the air
Sit on it
Punt it
Caress it
Pretend to play paintball with it
Speak in a different language
",313.07968
"qfnndk3bf4jx","writing 
drawing 
hair tie 
twirl the object between your fingers 
throw the pen as someone to get their attention 
an accessory for a suit 
something to put behind your ear to look smart 
something that can be used to mark or indicate a measurement 
indicate height on a wall 
trace something 
taking notes 
body art 
","give directions 
inspire a crowd 
give a team speech 
shout cheers 
scream at people 
get people's attention when their is a big crowd 
start a race 
give cheers when their is a dance performance 
to clear a group of people doing something bad 
to scare people who are doing something bad ",315.24209
"r1ygwm0htaww","Hand write a story, letter, or other form of writing
Use as a paperweight
Retrace what you wrote in pencil
Drawing in the form of art (sketches)
Drawing in the form of design (copying models, visualize a problem, etc.)
Making maps
Unclog something (like glue)
Stab or puncture something (like a balloon)
Make holes for
Drawing on your skin
Make markings before cutting paper / nailing something, etc.
Aesthetic and decoration
Collecting
Take a part and learn mechanisms","Make voice louder
Use to break a window in an emergency
Aesthetic / decoration
Memento
In a play or theater
Outdoors
Study in engineering
Build a replica
Play with or use as a toy (for a kid?)
Study material of
To improve design for a newer one
",370.447985
"v28qlwosnznn","I can write a letter to my friend with the pen
I can take a test with the pen
I can take notes on my reading with the pen
I can write my journal entry with the pen
I can pry something open with the pen","I'd use it a way of rallying my group's attention
I'd use it to get people's attention and make a big announcement
I'll just take it and yell loudly into it because I've never used one before",351.01748
"d4h99xg192t6","writing letters
exams 
filling out forms
drawing
using mobile device 
killing chickens
chewing the end of the pen
writing notes
applying for roles
","coaching for sports
organising protests
starting races
surpress crowds
make announcements
bother people
help promote campaigns
coordinating large groups",345.27193
"hqv8kfbmsfsa","Write
Draw
Twiddle/play with
Poke
","Speak
Sing
Yell
",318.378935000001
"91uipy4qhti9","Write with it
Dissasemble it
Chew on it
fiddle with it
Play with it
Draw with it
Use it as lever
Attack someone with it
","Speak into it
Use it as a weapon
Wear it in as part of a costume
Take it apart
",369.418855
"k1zttt5ffvhz",NA,NA,NA
"5jm8lmm130ak","To write notes
To sketch a drawing
For eating (like chopsticks)
To make a hole in plastic wrap
As a dart in a dartboard
To put up long hair
To clear a narrow opening
To pick a lock
To clip papers together
To remove staples
To twirl in a moment of boredom
As a tripod
","Yelling
Getting people's attention
Alerting the people about an impending danger
Lifeguard warning children about dangerous behaviors
Umpire in a sports game
To test someone's hearing
To scare away a wild animal
As an object to sketch in a studio
To bother a group of people
For humorous purposes
Police bullhorn
",311.63679
"bhxxpsgq9eyw","draw with it
write with it
stab someone with it in self defense
use it as a murder weapon
use it, in conjunction with two rubber bands, as a guitar capo
remove the inside part, and in conjuction with a metal piece and a gatorate bottle, make a device used for smoking marijuana.
stick to pens in your mouth so that they look like long teeth and tell people that you look like a walrus
use it to stratch the inside of your cast
use it as a drumstick 
use it to do cool tricks involving spinning the pen around your finger
throw it up in the air and catch it for fun","scream at people
throw it at people
use it to create vibrations through steel
protest donald trump
sing a beautiful song to a crowd of people
push the siren button on it and think about how it sounds like a police car
annoy your parents wiht it
annoy your neighbors with it
use it as a prop in a movie",366.783459999999
"7veq8clhqdwx","Writing something on paper.
Breaking open a plastic seal.
Puncturing paper.
Poking a specific, tight, space.
Nudging something stuck in a confined space too small for a finger.
To hold a girl's hair together in a bun.
As chopsticks.
To poke food to eat off like a skewer.
To roast something over a fire.
To finger paint by breaking open.
To play and pretend it is a wand.
To itch a hard to reach spot.","To amplify your voice.
To hit someone.
To pretend that you are playing with a gun.
To amplify the sound coming from a phone.
To make a sound more staticy/robotic.
To hold down paper on a windy day.
To carry water.
To store a lot of something small in the cone of it.
To look like a political activist.",403.417504999999
"d67hvgv1paq9","Writing utensil 
Pretend sword 
Twiddling instrument when bored 
Support for an art project/craft
","Theater prop 
To alert campers to wake up
To make your trainee work harder at exercising 
Military officer yelling commands 
",315.8444
"kkh1foquuidd","Writing
Poking
As a lever
As a measuring device
Drawing
Pointing to something
","Shouting at children
Sports games
Making a news announcement
Carnivals
Waking someone up
Speaking across a lake or large distance
Producing/directing a movie
",337.07091
"rcu453mztonu",NA,NA,NA
"8u89yfrn6iok","write down notes in class
draw a sketch
write your name on something as to label it (like a plastic cup at a party)
to stab someone who might cause you harm
to give a tracheotomy in emergency scenarios (or whatever that is called - the pen in throat thing)
to twirl on your fingers when bored
to chew on when anxious
as a present to a sad friend, or on a friend's birthday
to practice beautiful calligraphy
to write out invitations
to write out to-do list items in a notebook (lots of things fall under writing - not sure if count separately or together)
as chopsticks in a time of need
to keep your hair up if you don't have a ponytail holder
as eyeliner (but really bad idea)","yell at someone who is misbehaving
announcements at a football/sports game
advertise
wake up a friend
coordinate in an emergency
at a surprise party to surprise someone
to get someone's attention from your window
to coordinate during an event (such as campus move in)
during a play or musical in a scene
to start a race (yell go!)
a principal at a school to start an assembly (though seems like microphone more common)
at a doggy daycare to get the dogs to come over
at a protest to yell demands",324.8878
"imj0e771mman","write
color
prick
draw
scrape
list
transcribe
copy
name
number
tally
trace
tick
mark
check
grade
edit
stylus
","give directions
talk over a crowd
to amplify
as a siren
at a party
at a concert
",346.945095
"93anow4veuqu","Writing
To hold my hair back
to fiddle with in a meeting or class
to take class notes
to journal
to puncture a hole in something
as a pointer
","In a protest
Organizing people
To sing
To entertain myself
To scare my siblings
to inform a large number of people",334.91102
"ogs9ieck1frq","writing
clicking to fidget with
spinning between my fingers
shooting at friends with a rubber band

","Directing a crowd
Pranking a friend
at a protest
giving a speech 
during an emergency 
as a prop
as a movie director
",334.893695
"1waajmln3wm9",NA,NA,NA
"z388d5z4fymm","Write a letter.
Draw on your hand.
Sign a document.
Take notes for a class.
Doodle on a piece of paper.
Draw a portrait.
Circle listings in a newspaper or magazine's classifieds.
Annotate a document/book.
Edit or make revisions to an existing document.
","Make an announcement.
Aggressively yell in someone's face.
Make a speech to a crowd, especially an impromptu speech.
Get someone's attention if they're far away from you.
Bring a crowd under control.",320.14479
"1q1z7piz49za","Writing utensil.
To pierce the plastic wrapping of an object.
It could be dismantled and used to shoot spitballs.
Depending on the type, the cap could be used to clean fingernails.","Make announcements at a political rally.
To increase crowd spirit at a spirit day or similar event.
To coordinate people trying to enter a stadium.
To communicate openly over long distances.",343.26152
"039d40evjkg6","writing notes 
drawing a picture 
underlining in a textbook 
spinning in your hand 
clicking on and off
pointing at something 
perforating something 
tossing up and down

","announce something at a public event 
scare somebody
annoy people
round people up 
direct people 

",345.617490000001
"e5j9iyeijkxa",NA,NA,NA
"ys011jgug0gz",NA,NA,NA
"e9gtoq56l7f7","poke friend
write something
sign documents
put in ear
poke a hole in something
take out sim card from phone
prop a door open
touch something i dont want to touch with my own hands
put in pocket
stick in notebook","yell at my friend
get my brother's attention
play the siren noise
use it as part of costume
make a speech
talk to a big crowd
give instructions to people
pretend to be a coach
",366.028075
"f9huuggewzot","Writing
Drawing
Stabbing plastic to open a package
Poking things out of a small area
Biting
Labeling
Promoting companies (advertisements on a pen cover)
","Alerting people to danger
Giving people instructions
Yelling at people
Scolding
Motivating
Start a race
Direct a crowd
Run for political office
Talking to a suicidal jumper
To get the crowd going
Starting a riot
Protesting
Leading a team cheer
",315.78978
"etwdldogi8jg","Write with it
Chew on it
Hit someone with it
Poke someone with it
Fish something out of the toilet with it
","To be heard in a large room",320.838635
"9ofgg837igyn",NA,NA,NA
"hnjkysyb1e6y","write notes with it
take practice tests 
organize files
sketch a drawing
doodle
put in its appropriate container
write a card for a friend
use it to make markings on a piece of paper that i need to cut
use it to annotate a book (underline, make notes)
use it to edit something a friend gives me to look over (make comments)
stick it behind my ear
stick it through my bun to hold it in place
 
","speak into it at a game (if I was a referee or something)
use it in a prank
use it to annoy my siblings when they come home
use it to play with my dog/ call him back into the house
use it to call out to my parents/friends when they go into the garden and i can't find them
use it to call my parents when i don't know where they are in the house


",315.586680000001
"wq9pp7ffyhsq","write anything
draw anything
use it to open some containers
play catch with it
","protest
inspire
give a speech
communicate over a long distance
",329.634445
"so613bcxr66j","write
bite
stir
think
take notes
read
take apart
melt the plastic
draw
sketch
mark
journal
poke a hole
click
distract
doodle
graffiti
bookmark
label
sign a name
throw
fight
stab
hurt
as extension of arm
","
embarrass
coach a rower
make an announcement
take it apart
during recess
after school to call students to their parents' car
to direct traffic
to sing
to play loud music
to alert of an emergency 
to make someone deaf
to annoy people
on a ship
on field day
at a sports game



",338.6381
"sdupg1id2wbw","To write a letter
To write an essay
To write down notes in lecture or precept
To write in a planner or calendar
To cross out things on your to-do list
To write an exam
To fill out an application/any kind of form
To sign an official document
To lend to other people
To write reminders on your hands
To stab someone
To mark another object.","To make an announcement.
To rally people for or against a certain event or idea.
To get someone's attention.
To coach a sports team 
To call someone out
To annoy people
To muffle your voice and/or make it unrecognizable
To perform at an awards show.",330.824415
"8x858y209ser",NA,NA,NA
"1uqrsi16agpq","to take notes
write a letter
sign something
draw something
sketch
spell
communicate
to complete an exam
to fill out paperwork
to chew on the end of
to lend to someone who never has a pen
","to announce important things or events
to get peoples attention
to be loud
to silence others
to exert your power through the loud speaker
",318.85318
"xasfeoa6ph3w","write a paper
i can use it to draw 
i can use it to scratch my back 
i can use it stir my drink 
as a toy for a kid (telescope)
as a probe 
","to increase the sound of your voice to make an announcement 
to get peoples attention 
to use a pretend lazer gun 
as a door prop 
as a weapon if someone attacks you 
",315.056025
"yyuvh6wdo2yo","Writing
can be used as a weapon
Can be used if somebody is choking/ having an allergic reaction
Can be used to help open packages","Can be used to make announcements
Can be used to call for help
Can be used at pep rally events
Can be used to promote excitement
Can be used to announce things to people at a distance
Can be used at sporting events",313.640405
"eagbqaucxcqb",NA,NA,NA
"iygdqwnrh5l7","Writing
Spinning between your fingers
Scratching your head
Tightening a rope or band
Break it to alleviate frustration
","You could use it to instruct large groups of people
You could shout at someone
You could balance it on your nose
You could hold it and pretend it's a gun
",403.932285
"f3kkba560heh","writing
itching your butt
spinning on the table 
making a tower
picking your nose
making a splint
writing a letter to your secret lover
throwing at annoying people
recycling
catapult
spear
hole puncher
something to chew on 
put up your hair 
catching the door at the last minute when it is about to slam shut forever!
writing down my workouts
garden decorations
annoying presents
put on your desk to make you feel fancy 
sign a check 
sign your life away 
fail a test 

","yell at silly people 
talk to someone off the back of a ski boat 
pretend you are a high school gym teacher
sing at the top of your lungs
use it as a hat
start a running race
annoy your sister by using it to say everything for the next 3 weeks
take it apart to understand the circuits
take the batteries out and use it for your more exciting remote controlled car
yell at your kids to come get dinner
make a phone louder when it is playing musics at a dance party 
herd sheep 
help old people cross the street 
hold an auction 
use the strap to swing it around in an annoying way
stop a burglary by throwing it at the thief's head 

(by the way I think they time is letting me go for way longer than it should)
",570.916725000001
"nczptcxlg944","to write
to perform an emergency tracheotomy ","to speak to a large group of people
to make an important announcement 
to rally ",428.8678
"m5dfshb9vuf7","Writing
Containing something
Containing a pig 
Holding something
Signing a document
Taking a test
Collected
Sold
Bought
Borrowed
","Making an announcement
Giving instructions
Cheering 
Leading a cheer
Signalling the start of a competition
Getting people's attention
Being loud
Speaking over a crowd
Leading a large group of people
",350.4016
"15250ldvnl40","writing
building
eating
drawing
self-defense weapon
object to play games with 
needle that could be taken out and used for tattooing or medical uses
a magnet
a heat conductor
a conductor for batteries or electricity
a small focused object to retrieve other objects
","talk loudly
announce something. 
knock over a box that is high above you.
have a conversation
build a snowman.
use as the top of a christmas tree.
use the batteries to hardwire something.
use as an electrical connection.
use the strap to connect something as a rope.
used for self-defense.
use as a fashion accessory.
use the cup aspect to drink out of 
a shovel 
a support as you climb
a sun dial
a rain catcher
how far away you are from someone distance
recording device
make music
voice distortioner ",367.24313
"qrsrk4goz3vh","emergency tracheotomy
write a paper
write schedule in my planner
make a grocery list
label things 
take a math test
take a standardized test
poke holes in tape
decorate the pen 
use for crafts
","yelling in football practice
getting attention at a medical emergency triage
announcing at a sporting event
directing carpool traffic
directing airport traffic
cheering in a parade
organizing sorority recruitment
lining up people for a marathon starting line",322.2665
"xom88rmogs9p",NA,NA,NA
"eumnde405cl7","Write with it.
Drum with it.
Poke with it.
Point with it.
scratch with it.","Direct a crowd.
Sing into it.
Wake someone up.
Prank someone.
Get someone's attention far away.
Hurt someone's ears.
Hit someone with it.",336.051995000001
"832dgj88hdpu","to write a letter
to complete a homework assignment
to correct a homework assignment
to make a sketch
to sign a document
to sign a check
to poke a hole in something
to reach for something stuck under a table/fridge/etc.
to write something on your hand to remember
to write a story/poem/song
to decorate a card
","to talk to a crowd
to signal an emergency (with the honk/siren button)
to give a speech
to give directions in a large space
to cheer at a sports game
to speak to someone behind a closed door (ex. police)
to talk on a noisy vehicle of some kind
to talk to a tour group while walking around
to talk when you've lost your voice",320.740955
"k8h42qzwmcak","draw a picture
write a story
write a letter to a friend
write a postcard to your parents
play with the spring
chew on it
twirl it in your fingers
use it as inspiration for a painting
use it to perform a trachiatomy","talk to a group of people
try to pull cars over on a road
scare your siblings when they come home
start a riot
",343.978025
"7oxlhy33n3bs",NA,NA,NA
"48bgptv3uc5r","Writing
Pointing
Stabbing
Clicking
calculating
Drawing
Outlining
Coloring
Marking
Scratching
Tracing
Weighing
Emphasizing
Highlighting
Underlining
Circling
Lending to someone else
bookmark

","Help announce messages
Cheer on people competing in events
Playing music
Commanding attention
Making an alarm sound
Organizing large crowds
Warn people from danger
Attract people to an event or place
Make people excited or hyped
Annoy people",319.62212
"fseoe2vexf4a","to write
to draw
to balance
to record
to relieve stress
to annoy
to sell
","To be louder
To hear someone better
to express annoyance
to express excitement
to direct someone
to show leadership",336.3295
"tyc4jone9jtw","To write
To twirl
To throw
To tap
To put behind your ear to look smart
As a bookmark
As a paperweight
A nice one as a gift
To kill
","To talk to a group of people
To talk to someone in a noisy environment
To talk to someone far away
To direct a group",315.38004
"2zinauuki2xw","writing a love note
taking class notes
solving math problems
doodling
practicing spelling
drawing or sketching
devising a plan
creating an outline
passing notes
giving out your number
labeling something as yours
drawing on hand when bored
creating a diagram
placing in pocket for decoration
writing song lyrics","yelling
organizing
communicating 
providing warning
expressing authority
pranking someone
narrating a game or race
calling attention to yourself or organization
directing traffic
trying to make friends",320.12449
"ce0uoiy85231","To write an essay.
To take notes for class.
To draw.
To write a letter. 
To sign a document. 
To sign up for something.
To sign a petition. 
","If you are a coach at a sports event. 
If you are chaperoning a children's field trip. 
If you are at a swim meet. 
If you are a tour guide. 
If you are a gym teacher.
",378.968695
"0upv7c2e5klh","write an essay
write a poem
sign your name
sign a book
write a letter
write an exam
take notes
write a reminder
write a note
write a to-do list
take notes in an interview 
make a plan 
make a schedule 
plan an idea","to lead a protest 
to make an announcement
to lead a group of people
to lead an exrecise class
to participate in a call and response",562.8721
"m8z30bkv3zod","writing
drawing
sketching
","give a speech
direct traffic
start a protest
",332.076119999999
"mnmcltvuimub","Stick it in your asshole
Write with it
Stick it up your nose
Tap the table with it (procussion instrument)
Take it apart and throw the little pieces at people
Open a CD case with it
Use it as a toothpick in cheese
Make sounds with the clicking part
Drain the ink all over your face or drink it
Fling the pen at a teacher
Poke holes in styrofoam with it
Pretend it's a microphone
Hold up your eyelids with it
Put it behind your ear
Try to use it as a screwdriver or hole-poker
Play catch with it","Yell into it at a pep rally
Announce things at a performance
In a crowd at a county fair announce raffle tickets
Protest things loudly in a public space
Hit people with it
Touch yourself with it
Dangle it from your wrist
Use it as a prop in a play
Have it with you so you can just play with it with your friends because it's pretty funny
Sing into it instead of a microphone and create a weird sound effect
",324.43046
"vbm0hssjhl6f",NA,NA,NA
"4s9edvacwjmd","write a story
pen a journal entry
write a novel
take notes in class
outline an essay
perforate the lining on an object that you couldn't open with your hands
write a note on your hand
create a schedule
graffiti a bathroom wall
carve something into a piece of wood
cast an old fashioned ballot 
sign a check
sign a contract
write your phone number on a napkin
","give instruction at a rowing practice 
cheer on a friend at a race
organize a response team
give a speech to a large group of people
call a squad back to a base camp
be obnoxious
command a group
",451.8352
"psflahllhzud","Write something on paper
Use to cut open the tape on a package
As an item to fidget with to relieve stress
As a weapon
As a paperweight
As a status symbol
As a means of promoting one's company
As a gift","To amplify one's voice
To sound an alarm
To officiate a sports game or other event
To wake up soldiers at a boot camp
As a source of electronic parts
As a symbol of one's status as referee",389.5923
"i8vntfwqv17i","write
punch a hole in an esophagus if someone can't breathe
cut tape on a box
","speak to a crowd
direct people
cheer for a team",1047.865155
"epug6wuot6ns","to write a letter
to put behind your ear
to throw at someone
to twirl when bored
","To have a protest
To talk in a loud place
To annoy people
To call for help
To declare dominance
to show support
to sing lyrics at a concert
to notify others of the police presence",613.832875
"zofm722cvj1k","to write
to point
to hold a page in a book
to mark something
to draw","to make an announcement
to get a crowds attention
to signal the start of a contest
",391.648935
